,keyword,keywordType,sentiment,sentimentType,id,tweet,retweets,favorites,popularity,,,,,
20/01/2014,always right,OTHER,0,theme,a034d55f-1eee-4baf-8142-f102679fa837,"Timeless advice from MLK:  ""The time is always right to do what is right"".",1504,1210,1401,,,,,
24/03/2014,Amazing,OTHER,0.980000019,phrase,49971523-6b72-4ad4-abe0-36cbdba018cc,Amazing!   From Ryan @OneRepublic:   And yes it's an iPhone.  Hold it reeeeeal still ;) http://t.co/QSqKO40VN5,1195,1698,1371,,,,,
24/03/2014,OneRepublic,OTHER,0,entity,49971523-6b72-4ad4-abe0-36cbdba018cc,Amazing!   From Ryan @OneRepublic:   And yes it's an iPhone.  Hold it reeeeeal still ;) http://t.co/QSqKO40VN5,1195,1698,1371,,,,,
24/03/2014,;),OTHER,0.499500036,phrase,49971523-6b72-4ad4-abe0-36cbdba018cc,Amazing!   From Ryan @OneRepublic:   And yes it's an iPhone.  Hold it reeeeeal still ;) http://t.co/QSqKO40VN5,1195,1698,1371,,,,,
24/03/2014,iPhone,OTHER,0,entity,49971523-6b72-4ad4-abe0-36cbdba018cc,Amazing!   From Ryan @OneRepublic:   And yes it's an iPhone.  Hold it reeeeeal still ;) http://t.co/QSqKO40VN5,1195,1698,1371,,,,,
24/03/2014,http://t.co/QSqKO40VN5,LINK,0,entity,49971523-6b72-4ad4-abe0-36cbdba018cc,Amazing!   From Ryan @OneRepublic:   And yes it's an iPhone.  Hold it reeeeeal still ;) http://t.co/QSqKO40VN5,1195,1698,1371,,,,,
24/11/2014,save,OTHER,0.408958316,phrase,714afb62-90b0-4f25-815b-bc57e17f6b71,Proud to announce our largest-ever World AIDS Day campaign. Join us in the fight and help save lives. http://t.co/QzjaL8hExI #AppsforRED,1373,1350,1365,,,,,
24/11/2014,#AppsforRED,HASHTAG,0,entity,714afb62-90b0-4f25-815b-bc57e17f6b71,Proud to announce our largest-ever World AIDS Day campaign. Join us in the fight and help save lives. http://t.co/QzjaL8hExI #AppsforRED,1373,1350,1365,,,,,
24/11/2014,fight,OTHER,-0.400000006,phrase,714afb62-90b0-4f25-815b-bc57e17f6b71,Proud to announce our largest-ever World AIDS Day campaign. Join us in the fight and help save lives. http://t.co/QzjaL8hExI #AppsforRED,1373,1350,1365,,,,,
24/11/2014,http://t.co/QzjaL8hExI,LINK,0,entity,714afb62-90b0-4f25-815b-bc57e17f6b71,Proud to announce our largest-ever World AIDS Day campaign. Join us in the fight and help save lives. http://t.co/QzjaL8hExI #AppsforRED,1373,1350,1365,,,,,
20/04/2015,renewable energy,OTHER,0.423999995,phrase,8ea37b44-aabe-4809-b7a4-342bf8f338c6,We're investing in renewable energy from Oregon to Sichuan. Read the latest on our progress at http://t.co/iIHRXEwpfA http://t.co/yNv6PfpGJN,1108,1816,1356,,,,,
20/04/2015,http://t.co/iIHRXEwpfA,LINK,0,entity,8ea37b44-aabe-4809-b7a4-342bf8f338c6,We're investing in renewable energy from Oregon to Sichuan. Read the latest on our progress at http://t.co/iIHRXEwpfA http://t.co/yNv6PfpGJN,1108,1816,1356,,,,,
20/04/2015,latest,OTHER,-0.46154511,phrase,8ea37b44-aabe-4809-b7a4-342bf8f338c6,We're investing in renewable energy from Oregon to Sichuan. Read the latest on our progress at http://t.co/iIHRXEwpfA http://t.co/yNv6PfpGJN,1108,1816,1356,,,,,
20/04/2015,http://t.co/yNv6PfpGJN,LINK,0,entity,8ea37b44-aabe-4809-b7a4-342bf8f338c6,We're investing in renewable energy from Oregon to Sichuan. Read the latest on our progress at http://t.co/iIHRXEwpfA http://t.co/yNv6PfpGJN,1108,1816,1356,,,,,
20/04/2015,progress,OTHER,0.414782643,phrase,8ea37b44-aabe-4809-b7a4-342bf8f338c6,We're investing in renewable energy from Oregon to Sichuan. Read the latest on our progress at http://t.co/iIHRXEwpfA http://t.co/yNv6PfpGJN,1108,1816,1356,,,,,
19/10/2014,http://t.co/SvZhQG6EKp,LINK,0,entity,0ad4ed6b-aa8c-4893-867f-b0ad0bbc988a,Don't ever forget where you came from.  http://t.co/SvZhQG6EKp,1237,1543,1344,,,,,
25/01/2014,Awesome,OTHER,0.600000024,phrase,11ceae15-2559-4cf0-9f47-a489feee62e9,Celebrating Mac's 30th with some of my closest friends in Cupertino with OneRepublic. Awesome.,1170,1658,1341,,,,,
25/01/2014,Celebrating,OTHER,0.574999988,phrase,11ceae15-2559-4cf0-9f47-a489feee62e9,Celebrating Mac's 30th with some of my closest friends in Cupertino with OneRepublic. Awesome.,1170,1658,1341,,,,,
25/01/2014,friends,OTHER,0.550000012,phrase,11ceae15-2559-4cf0-9f47-a489feee62e9,Celebrating Mac's 30th with some of my closest friends in Cupertino with OneRepublic. Awesome.,1170,1658,1341,,,,,
18/12/2013,amazing,OTHER,0.980000019,phrase,e2656925-eea1-407b-8158-c62eba777009,Happy Holidays to all of our amazing customers!   http://t.co/eonnck8cDF,1436,1158,1339,,,,,
18/12/2013,http://t.co/eonnck8cDF,LINK,0,entity,e2656925-eea1-407b-8158-c62eba777009,Happy Holidays to all of our amazing customers!   http://t.co/eonnck8cDF,1436,1158,1339,,,,,
18/12/2013,Happy Holidays,OTHER,0.400000006,theme,e2656925-eea1-407b-8158-c62eba777009,Happy Holidays to all of our amazing customers!   http://t.co/eonnck8cDF,1436,1158,1339,,,,,
18/12/2013,Happy Holidays,OTHER,0.800000012,phrase,e2656925-eea1-407b-8158-c62eba777009,Happy Holidays to all of our amazing customers!   http://t.co/eonnck8cDF,1436,1158,1339,,,,,
18/12/2013,amazing customers,OTHER,0.49000001,theme,e2656925-eea1-407b-8158-c62eba777009,Happy Holidays to all of our amazing customers!   http://t.co/eonnck8cDF,1436,1158,1339,,,,,
23/04/2015,unforgettable,OTHER,1.210000038,phrase,b2dcfca9-5b86-4ffb-b462-702bc2e646b4,Thanks @Pharrell for an unforgettable Earth Day celebration! http://t.co/UT2zxbCBW9,952,1987,1314,,,,,
23/04/2015,Pharrell,OTHER,1.095000029,entity,b2dcfca9-5b86-4ffb-b462-702bc2e646b4,Thanks @Pharrell for an unforgettable Earth Day celebration! http://t.co/UT2zxbCBW9,952,1987,1314,,,,,
23/04/2015,celebration,OTHER,0.980000019,phrase,b2dcfca9-5b86-4ffb-b462-702bc2e646b4,Thanks @Pharrell for an unforgettable Earth Day celebration! http://t.co/UT2zxbCBW9,952,1987,1314,,,,,
23/04/2015,http://t.co/UT2zxbCBW9,LINK,0,entity,b2dcfca9-5b86-4ffb-b462-702bc2e646b4,Thanks @Pharrell for an unforgettable Earth Day celebration! http://t.co/UT2zxbCBW9,952,1987,1314,,,,,
17/06/2015,Enjoy,OTHER,0.980000019,phrase,f75053d8-ec90-43a0-b6a3-5de9cfd4947f,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i,858,2138,1306,,,,,
17/06/2015,Apple,OTHER,0.980000019,entity,f75053d8-ec90-43a0-b6a3-5de9cfd4947f,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i,858,2138,1306,,,,,
17/06/2015,great time,OTHER,0.600000024,theme,f75053d8-ec90-43a0-b6a3-5de9cfd4947f,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i,858,2138,1306,,,,,
17/06/2015,great time,OTHER,0.600000024,phrase,f75053d8-ec90-43a0-b6a3-5de9cfd4947f,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i,858,2138,1306,,,,,
17/06/2015,Store Boylston St,OTHER,0,entity,f75053d8-ec90-43a0-b6a3-5de9cfd4947f,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i,858,2138,1306,,,,,
17/06/2015,meeting customers,OTHER,0.695000052,theme,f75053d8-ec90-43a0-b6a3-5de9cfd4947f,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i,858,2138,1306,,,,,
17/06/2015,Boston,OTHER,0,entity,f75053d8-ec90-43a0-b6a3-5de9cfd4947f,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i,858,2138,1306,,,,,
17/06/2015,http://t.co/7AOGyCSW9i,LINK,0,entity,f75053d8-ec90-43a0-b6a3-5de9cfd4947f,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i,858,2138,1306,,,,,
22/11/2013,problems,OTHER,-0.49000001,phrase,b20e7a2c-ac17-4d91-baff-757682e328ed,"Timeless advice.  ""Let both sides explore what problems unite us instead of belaboring those problems which divide us."" - #JFK, 1961",1444,1032,1300,,,,,
22/11/2013,#JFK,HASHTAG,0,entity,b20e7a2c-ac17-4d91-baff-757682e328ed,"Timeless advice.  ""Let both sides explore what problems unite us instead of belaboring those problems which divide us."" - #JFK, 1961",1444,1032,1300,,,,,
22/11/2013,Timeless advice,OTHER,-0.245000005,theme,b20e7a2c-ac17-4d91-baff-757682e328ed,"Timeless advice.  ""Let both sides explore what problems unite us instead of belaboring those problems which divide us."" - #JFK, 1961",1444,1032,1300,,,,,
22/11/2013,"""Let both sides explore what problems unite us instead of belaboring those problems which divide us.""",OTHER,-0.49000001,entity,b20e7a2c-ac17-4d91-baff-757682e328ed,"Timeless advice.  ""Let both sides explore what problems unite us instead of belaboring those problems which divide us."" - #JFK, 1961",1444,1032,1300,,,,,
1/12/2013,proud,OTHER,2.073600054,phrase,a6f2bdb5-d836-433f-8f59-3914c54a4d06,I'll never tire of listening to this!  Could not be more proud of the Tigers!   https://t.co/G0ojg9Nyvm,1402,1074,1287,,,,,
1/12/2013,https://t.co/G0ojg9Nyvm,LINK,0,entity,a6f2bdb5-d836-433f-8f59-3914c54a4d06,I'll never tire of listening to this!  Could not be more proud of the Tigers!   https://t.co/G0ojg9Nyvm,1402,1074,1287,,,,,
23/04/2014,powerful,OTHER,1.036800027,phrase,9aa30494-434e-49cd-a4e4-25947bbd3be4,You are more powerful than you think. https://t.co/QAMrQH8454,1278,1219,1257,,,,,
23/04/2014,https://t.co/QAMrQH8454,LINK,0,entity,9aa30494-434e-49cd-a4e4-25947bbd3be4,You are more powerful than you think. https://t.co/QAMrQH8454,1278,1219,1257,,,,,
15/05/2015,Heartbroken,OTHER,-0.672000051,phrase,cee49da9-4c35-4618-8654-99f728be9c5e,Heartbroken by the news of the passing of #BBKing.  He expressed what we felt like no one else. The thrill will never be gone. May he RIP.,944,1633,1185,,,,,
15/05/2015,#BBKing,HASHTAG,0,entity,cee49da9-4c35-4618-8654-99f728be9c5e,Heartbroken by the news of the passing of #BBKing.  He expressed what we felt like no one else. The thrill will never be gone. May he RIP.,944,1633,1185,,,,,
15/05/2015,never be,OTHER,-0.400000006,phrase,cee49da9-4c35-4618-8654-99f728be9c5e,Heartbroken by the news of the passing of #BBKing.  He expressed what we felt like no one else. The thrill will never be gone. May he RIP.,944,1633,1185,,,,,
15/05/2015,thrill,OTHER,0.49000001,phrase,cee49da9-4c35-4618-8654-99f728be9c5e,Heartbroken by the news of the passing of #BBKing.  He expressed what we felt like no one else. The thrill will never be gone. May he RIP.,944,1633,1185,,,,,
3/8/2014,powerful,OTHER,1.036800027,phrase,b7b750f1-e3ee-4d34-806b-63cf5b3a3bfa,Dreams. You're more powerful than you think. https://t.co/QAMrQH8454  Great examples of people who have the courage to pursue their dreams.,1091,1273,1155,,,,,
3/8/2014,https://t.co/QAMrQH8454,LINK,0,entity,b7b750f1-e3ee-4d34-806b-63cf5b3a3bfa,Dreams. You're more powerful than you think. https://t.co/QAMrQH8454  Great examples of people who have the courage to pursue their dreams.,1091,1273,1155,,,,,
3/8/2014,courage,OTHER,0.75,phrase,b7b750f1-e3ee-4d34-806b-63cf5b3a3bfa,Dreams. You're more powerful than you think. https://t.co/QAMrQH8454  Great examples of people who have the courage to pursue their dreams.,1091,1273,1155,,,,,
28/11/2013,Happy,OTHER,1,phrase,9c6b8522-54ff-4d54-918b-e75f7f47ec85,Grateful this #Thanksgiving for amazing customers and the privilege to work with fantastic people.  Happy Thanksgiving!,1112,1217,1149,,,,,
28/11/2013,#Thanksgiving,HASHTAG,0.363333344,entity,9c6b8522-54ff-4d54-918b-e75f7f47ec85,Grateful this #Thanksgiving for amazing customers and the privilege to work with fantastic people.  Happy Thanksgiving!,1112,1217,1149,,,,,
28/11/2013,amazing customers,OTHER,0.49000001,theme,9c6b8522-54ff-4d54-918b-e75f7f47ec85,Grateful this #Thanksgiving for amazing customers and the privilege to work with fantastic people.  Happy Thanksgiving!,1112,1217,1149,,,,,
28/11/2013,fantastic,OTHER,0.600000024,phrase,9c6b8522-54ff-4d54-918b-e75f7f47ec85,Grateful this #Thanksgiving for amazing customers and the privilege to work with fantastic people.  Happy Thanksgiving!,1112,1217,1149,,,,,
28/11/2013,fantastic people,OTHER,0.600000024,theme,9c6b8522-54ff-4d54-918b-e75f7f47ec85,Grateful this #Thanksgiving for amazing customers and the privilege to work with fantastic people.  Happy Thanksgiving!,1112,1217,1149,,,,,
28/11/2013,amazing,OTHER,0.49000001,phrase,9c6b8522-54ff-4d54-918b-e75f7f47ec85,Grateful this #Thanksgiving for amazing customers and the privilege to work with fantastic people.  Happy Thanksgiving!,1112,1217,1149,,,,,
24/04/2015,Hope,OTHER,0.980000019,phrase,497a473b-8f84-492f-a410-94ecf63fe934,Hope you enjoy your new Apple Watch! https://t.co/CE6QJUnoQk,774,1820,1140,,,,,
24/04/2015,https://t.co/CE6QJUnoQk,LINK,0,entity,497a473b-8f84-492f-a410-94ecf63fe934,Hope you enjoy your new Apple Watch! https://t.co/CE6QJUnoQk,774,1820,1140,,,,,
24/04/2015,enjoy,OTHER,0.980000019,phrase,497a473b-8f84-492f-a410-94ecf63fe934,Hope you enjoy your new Apple Watch! https://t.co/CE6QJUnoQk,774,1820,1140,,,,,
2/11/2014,Congratulations,OTHER,1,phrase,f26775c4-6f70-4e9c-bd34-93762b2140d5,Huge win for #Auburn!  Congratulations to @CoachGusMalzahn and all of the Auburn Tigers!  #WarEagle,871,1503,1092,,,,,
2/11/2014,#Auburn,HASHTAG,0.641551733,entity,f26775c4-6f70-4e9c-bd34-93762b2140d5,Huge win for #Auburn!  Congratulations to @CoachGusMalzahn and all of the Auburn Tigers!  #WarEagle,871,1503,1092,,,,,
2/11/2014,Huge win,OTHER,0.320775867,theme,f26775c4-6f70-4e9c-bd34-93762b2140d5,Huge win for #Auburn!  Congratulations to @CoachGusMalzahn and all of the Auburn Tigers!  #WarEagle,871,1503,1092,,,,,
2/11/2014,win,OTHER,0.88310349,phrase,f26775c4-6f70-4e9c-bd34-93762b2140d5,Huge win for #Auburn!  Congratulations to @CoachGusMalzahn and all of the Auburn Tigers!  #WarEagle,871,1503,1092,,,,,
2/11/2014,CoachGusMalzahn,OTHER,0,entity,f26775c4-6f70-4e9c-bd34-93762b2140d5,Huge win for #Auburn!  Congratulations to @CoachGusMalzahn and all of the Auburn Tigers!  #WarEagle,871,1503,1092,,,,,
2/11/2014,Huge,OTHER,0.400000006,phrase,f26775c4-6f70-4e9c-bd34-93762b2140d5,Huge win for #Auburn!  Congratulations to @CoachGusMalzahn and all of the Auburn Tigers!  #WarEagle,871,1503,1092,,,,,
2/11/2014,#WarEagle,HASHTAG,0,entity,f26775c4-6f70-4e9c-bd34-93762b2140d5,Huge win for #Auburn!  Congratulations to @CoachGusMalzahn and all of the Auburn Tigers!  #WarEagle,871,1503,1092,,,,,
25/05/2014,freedom,OTHER,0.680000007,phrase,67f9f7a8-5028-4075-8685-733206153208,"On this #MemorialDay, let's honor the courageous men and women who made the ultimate sacrifice for love of country, liberty and freedom.",1061,1136,1087,,,,,
25/05/2014,#MemorialDay,HASHTAG,0,entity,67f9f7a8-5028-4075-8685-733206153208,"On this #MemorialDay, let's honor the courageous men and women who made the ultimate sacrifice for love of country, liberty and freedom.",1061,1136,1087,,,,,
25/05/2014,courageous men,OTHER,0.600000024,theme,67f9f7a8-5028-4075-8685-733206153208,"On this #MemorialDay, let's honor the courageous men and women who made the ultimate sacrifice for love of country, liberty and freedom.",1061,1136,1087,,,,,
25/05/2014,ultimate,OTHER,0.67298609,phrase,67f9f7a8-5028-4075-8685-733206153208,"On this #MemorialDay, let's honor the courageous men and women who made the ultimate sacrifice for love of country, liberty and freedom.",1061,1136,1087,,,,,
25/05/2014,ultimate sacrifice,OTHER,0.67298609,theme,67f9f7a8-5028-4075-8685-733206153208,"On this #MemorialDay, let's honor the courageous men and women who made the ultimate sacrifice for love of country, liberty and freedom.",1061,1136,1087,,,,,
25/05/2014,courageous,OTHER,0.600000024,phrase,67f9f7a8-5028-4075-8685-733206153208,"On this #MemorialDay, let's honor the courageous men and women who made the ultimate sacrifice for love of country, liberty and freedom.",1061,1136,1087,,,,,
25/05/2014,love,OTHER,0.600000024,phrase,67f9f7a8-5028-4075-8685-733206153208,"On this #MemorialDay, let's honor the courageous men and women who made the ultimate sacrifice for love of country, liberty and freedom.",1061,1136,1087,,,,,
25/05/2014,honor,OTHER,0.531316638,phrase,67f9f7a8-5028-4075-8685-733206153208,"On this #MemorialDay, let's honor the courageous men and women who made the ultimate sacrifice for love of country, liberty and freedom.",1061,1136,1087,,,,,
11/6/2014,perfectly,OTHER,0.49000001,phrase,eebab8f8-82de-4aca-a8a1-a21538fff912,The Game Before The Game. The team at #Beats captures it perfectly. A must watch before #World Cup.  http://t.co/qLJa2yTqAw,1073,1043,1063,,,,,
11/6/2014,#Beats,HASHTAG,0.49000001,entity,eebab8f8-82de-4aca-a8a1-a21538fff912,The Game Before The Game. The team at #Beats captures it perfectly. A must watch before #World Cup.  http://t.co/qLJa2yTqAw,1073,1043,1063,,,,,
11/6/2014,#World,HASHTAG,0,entity,eebab8f8-82de-4aca-a8a1-a21538fff912,The Game Before The Game. The team at #Beats captures it perfectly. A must watch before #World Cup.  http://t.co/qLJa2yTqAw,1073,1043,1063,,,,,
11/6/2014,http://t.co/qLJa2yTqAw,LINK,0,entity,eebab8f8-82de-4aca-a8a1-a21538fff912,The Game Before The Game. The team at #Beats captures it perfectly. A must watch before #World Cup.  http://t.co/qLJa2yTqAw,1073,1043,1063,,,,,
24/01/2015,#AppleStoreWestLake,HASHTAG,0,entity,4ae08cbc-2027-4247-92c3-6f05f1902b4b,"Starting Something New in Hangzhou, China! #AppleStoreWestLake http://t.co/8L5gVKfLjn",844,1446,1055,,,,,
24/01/2015,Starting Something,OTHER,0,theme,4ae08cbc-2027-4247-92c3-6f05f1902b4b,"Starting Something New in Hangzhou, China! #AppleStoreWestLake http://t.co/8L5gVKfLjn",844,1446,1055,,,,,
24/01/2015,http://t.co/8L5gVKfLjn,LINK,0,entity,4ae08cbc-2027-4247-92c3-6f05f1902b4b,"Starting Something New in Hangzhou, China! #AppleStoreWestLake http://t.co/8L5gVKfLjn",844,1446,1055,,,,,
16/01/2014,recommend,OTHER,0.660000026,phrase,d7f6386d-b6d6-44b3-88fb-f33bbc207b2a,"If you haven't seen this, I'd recommend watching it. What will your verse be?  http://t.co/8nyIRPQ21f",1083,930,1029,,,,,
16/01/2014,http://t.co/8nyIRPQ21f,LINK,0,entity,d7f6386d-b6d6-44b3-88fb-f33bbc207b2a,"If you haven't seen this, I'd recommend watching it. What will your verse be?  http://t.co/8nyIRPQ21f",1083,930,1029,,,,,
19/01/2015,Honoring,OTHER,0.485000014,phrase,c8d379ba-5f7b-4feb-b1ce-b018997a24d9,"Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple http://t.co/ngqL0bym8y",963,1144,1026,,,,,
19/01/2015,Martin Luther King,OTHER,0,entity,c8d379ba-5f7b-4feb-b1ce-b018997a24d9,"Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple http://t.co/ngqL0bym8y",963,1144,1026,,,,,
19/01/2015,#MLK,HASHTAG,0,entity,c8d379ba-5f7b-4feb-b1ce-b018997a24d9,"Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple http://t.co/ngqL0bym8y",963,1144,1026,,,,,
19/01/2015,http://t.co/ngqL0bym8y,LINK,0,entity,c8d379ba-5f7b-4feb-b1ce-b018997a24d9,"Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple http://t.co/ngqL0bym8y",963,1144,1026,,,,,
4/7/2014,Happy,OTHER,1,phrase,b760d498-dde1-4d62-adfb-c8abfb6b50cc,"Happy #4thofJuly!Reflecting on our values: Equality,Liberty,Pursuit of Happiness with a Govt of, by, &amp; for the people http://t.co/pSJVp0ynxM",923,1207,1022,,,,,
4/7/2014,#4thofJuly,HASHTAG,1,entity,b760d498-dde1-4d62-adfb-c8abfb6b50cc,"Happy #4thofJuly!Reflecting on our values: Equality,Liberty,Pursuit of Happiness with a Govt of, by, &amp; for the people http://t.co/pSJVp0ynxM",923,1207,1022,,,,,
4/7/2014,http://t.co/pSJVp0ynxM,LINK,0,entity,b760d498-dde1-4d62-adfb-c8abfb6b50cc,"Happy #4thofJuly!Reflecting on our values: Equality,Liberty,Pursuit of Happiness with a Govt of, by, &amp; for the people http://t.co/pSJVp0ynxM",923,1207,1022,,,,,
19/11/2014,inspires,OTHER,0.600000024,phrase,fce33924-c1ba-4577-bba4-6800190dcfd0,Celebrating another 100% score on the HRC's Corporate Equality Index - Apple's 13th in a row. Inclusion inspires innovation. #CEI2015,816,1387,1016,,,,,
19/11/2014,#CEI2015,HASHTAG,0,entity,fce33924-c1ba-4577-bba4-6800190dcfd0,Celebrating another 100% score on the HRC's Corporate Equality Index - Apple's 13th in a row. Inclusion inspires innovation. #CEI2015,816,1387,1016,,,,,
19/11/2014,Celebrating,OTHER,0.574999988,phrase,fce33924-c1ba-4577-bba4-6800190dcfd0,Celebrating another 100% score on the HRC's Corporate Equality Index - Apple's 13th in a row. Inclusion inspires innovation. #CEI2015,816,1387,1016,,,,,
19/11/2014,innovation,OTHER,0.49000001,phrase,fce33924-c1ba-4577-bba4-6800190dcfd0,Celebrating another 100% score on the HRC's Corporate Equality Index - Apple's 13th in a row. Inclusion inspires innovation. #CEI2015,816,1387,1016,,,,,
1/12/2014,Apple,OTHER,0,entity,bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,885,1255,1015,,,,,
1/12/2014,RED today,OTHER,0,theme,bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,885,1255,1015,,,,,
1/12/2014,#WorldAIDSDay,HASHTAG,0,entity,bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,885,1255,1015,,,,,
1/12/2014,Georgetown,OTHER,0,entity,bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,885,1255,1015,,,,,
1/12/2014,RED,OTHER,0,entity,bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,885,1255,1015,,,,,
1/12/2014,CEO,OTHER,0,entity,bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,885,1255,1015,,,,,
16/12/2014,Happy Holidays,OTHER,0.800000012,phrase,80719c20-635b-42fa-a85e-4bfbe5d85ecb,Happy Holidays from all of us at Apple!  Apple - From one gift come many http://t.co/7WY97Rb0ej,818,1368,1011,,,,,
16/12/2014,Apple,OTHER,0,entity,80719c20-635b-42fa-a85e-4bfbe5d85ecb,Happy Holidays from all of us at Apple!  Apple - From one gift come many http://t.co/7WY97Rb0ej,818,1368,1011,,,,,
16/12/2014,Happy Holidays,OTHER,0.400000006,theme,80719c20-635b-42fa-a85e-4bfbe5d85ecb,Happy Holidays from all of us at Apple!  Apple - From one gift come many http://t.co/7WY97Rb0ej,818,1368,1011,,,,,
16/12/2014,http://t.co/7WY97Rb0ej,LINK,0,entity,80719c20-635b-42fa-a85e-4bfbe5d85ecb,Happy Holidays from all of us at Apple!  Apple - From one gift come many http://t.co/7WY97Rb0ej,818,1368,1011,,,,,
22/09/2014,#CWNYC,HASHTAG,0,entity,caa454ca-d29c-40fe-9071-69cf45f501e6,Proud to represent Apple at #CWNYC. The time for action on #climatechange is now.,789,1392,1000,,,,,
22/09/2014,#climatechange,HASHTAG,0,entity,caa454ca-d29c-40fe-9071-69cf45f501e6,Proud to represent Apple at #CWNYC. The time for action on #climatechange is now.,789,1392,1000,,,,,
8/1/2015,proud,OTHER,0.600000024,phrase,e010c748-f9a9-4c89-aa17-69d3ebf4584d,We're proud to create 1M+ US jobs in all 50 states and ring in another record-breaking year for developers globally. http://t.co/kQeHQVCGou,837,1268,988,,,,,
8/1/2015,http://t.co/kQeHQVCGou,LINK,0,entity,e010c748-f9a9-4c89-aa17-69d3ebf4584d,We're proud to create 1M+ US jobs in all 50 states and ring in another record-breaking year for developers globally. http://t.co/kQeHQVCGou,837,1268,988,,,,,
8/1/2015,record-breaking year,OTHER,-0.545000017,theme,e010c748-f9a9-4c89-aa17-69d3ebf4584d,We're proud to create 1M+ US jobs in all 50 states and ring in another record-breaking year for developers globally. http://t.co/kQeHQVCGou,837,1268,988,,,,,
8/1/2015,record-breaking,OTHER,-0.545000017,phrase,e010c748-f9a9-4c89-aa17-69d3ebf4584d,We're proud to create 1M+ US jobs in all 50 states and ring in another record-breaking year for developers globally. http://t.co/kQeHQVCGou,837,1268,988,,,,,
17/05/2015,Great,OTHER,1.200000048,phrase,21d28296-f327-4c14-b1e2-d314993dbcc8,Congratulations and thank you to the GWU Class of 2015. Great progress is possible! #GWCommencement,755,1371,971,,,,,
17/05/2015,#GWCommencement,HASHTAG,0,entity,21d28296-f327-4c14-b1e2-d314993dbcc8,Congratulations and thank you to the GWU Class of 2015. Great progress is possible! #GWCommencement,755,1371,971,,,,,
17/05/2015,Great progress,OTHER,0.507391334,theme,21d28296-f327-4c14-b1e2-d314993dbcc8,Congratulations and thank you to the GWU Class of 2015. Great progress is possible! #GWCommencement,755,1371,971,,,,,
17/05/2015,progress,OTHER,0.829565287,phrase,21d28296-f327-4c14-b1e2-d314993dbcc8,Congratulations and thank you to the GWU Class of 2015. Great progress is possible! #GWCommencement,755,1371,971,,,,,
17/05/2015,Congratulations,OTHER,0.5,phrase,21d28296-f327-4c14-b1e2-d314993dbcc8,Congratulations and thank you to the GWU Class of 2015. Great progress is possible! #GWCommencement,755,1371,971,,,,,
10/12/2014,enterprising,OTHER,1.545600057,phrase,9b31a21f-0b9a-4e10-9528-279feb1cdd45,"Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXFs80nNwy",948,926,940,,,,,
10/12/2014,Apple - Business - Mobile,OTHER,0,entity,9b31a21f-0b9a-4e10-9528-279feb1cdd45,"Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXFs80nNwy",948,926,940,,,,,
