keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company
http://t.co/8dPgPbF4FR,LINK,0,540,1276,797,The next wave of augmented reality asks our tech to make our lives more�real. Learn more: http://t.co/PwD0dbsi6t http://t.co/8dPgPbF4FR,540,1276,797,Intel
#fashion,HASHTAG,0,635,1100,796,Rewiring the runway with designs that break the boundary between #fashion and #technology: http://t.co/g45Fh7cGiW #iQ http://t.co/d6HNPwp4hO,277,466,343,Intel
favorite,OTHER,0.046456864,709,956,789,Here are some of our favorite flying things in Las Vegas this year. http://t.co/EtULYrIGnK #CES2015 http://t.co/qknL5E8Bf6,233,327,265,Intel
http://t.co/MeZwWEB6Si,LINK,0,495,1324,785,"As #eSports competitors push the limits, will video games keep up? http://t.co/MeZwWEB6Si #AllWorkAllPlay #iQ http://t.co/kLGQ9roYqD",495,1324,785,Intel
#AllWorkAllPlay,HASHTAG,0,495,1324,785,"As #eSports competitors push the limits, will video games keep up? http://t.co/MeZwWEB6Si #AllWorkAllPlay #iQ http://t.co/kLGQ9roYqD",495,1324,785,Intel
http://t.co/kLGQ9roYqD,LINK,0,495,1324,785,"As #eSports competitors push the limits, will video games keep up? http://t.co/MeZwWEB6Si #AllWorkAllPlay #iQ http://t.co/kLGQ9roYqD",495,1324,785,Intel
beast,OTHER,-0.623562545,789,768,780,Unleashing the beast - #Devilscanyon boasts quad-core performance at up to 4 GHz base frequency #computex2014 http://t.co/7QkqJarqnM,603,585,596,Intel
http://t.co/80ASJZGEJl,LINK,0,655,988,771,This revolution will be wearable � watch the Intel #CES2015 keynote Tues (1/6) at 4:20PT http://t.co/80ASJZGEJl http://t.co/1EAK6RFZkF,509,747,592,Intel
printed limbs,OTHER,0.49000001,575,1134,770,3D printed limbs and cameras for the blind: The altruistic side of #tech is here. http://t.co/k0GhAk4DQ4 http://t.co/vwRmhQgm65,575,1134,770,Intel
altruistic,OTHER,0.49000001,575,1134,770,3D printed limbs and cameras for the blind: The altruistic side of #tech is here. http://t.co/k0GhAk4DQ4 http://t.co/vwRmhQgm65,575,1134,770,Intel
http://t.co/k0GhAk4DQ4,LINK,0,575,1134,770,3D printed limbs and cameras for the blind: The altruistic side of #tech is here. http://t.co/k0GhAk4DQ4 http://t.co/vwRmhQgm65,575,1134,770,Intel
http://t.co/vwRmhQgm65,LINK,0,575,1134,770,3D printed limbs and cameras for the blind: The altruistic side of #tech is here. http://t.co/k0GhAk4DQ4 http://t.co/vwRmhQgm65,575,1134,770,Intel
altruistic side,OTHER,0.49000001,575,1134,770,3D printed limbs and cameras for the blind: The altruistic side of #tech is here. http://t.co/k0GhAk4DQ4 http://t.co/vwRmhQgm65,575,1134,770,Intel
http://t.co/FBMaVqSwI7,LINK,0,607,1067,768,Hey #Makers! What will you make with the Intel Edison's on-board WiFi? http://t.co/FBMaVqSwI7 http://t.co/nRIECrXST1,607,1067,768,Intel
http://t.co/nRIECrXST1,LINK,0,607,1067,768,Hey #Makers! What will you make with the Intel Edison's on-board WiFi? http://t.co/FBMaVqSwI7 http://t.co/nRIECrXST1,607,1067,768,Intel
Paul Souders,OTHER,0.032025001,599,1075,763,�Technology allows me to expand my vision.� Meet photographer Paul Souders: http://t.co/jUzMp2MmXJ #IntelTablets http://t.co/nfxP6vWXeg,202,467,294,Intel
Excited,OTHER,0.136587304,755,787,763,RT Android: Excited to be working w/ TAGHeuer &amp; intel on a new #AndroidWear watch! http://t.co/4hKu6mzrKO #Baselworld,542,509,530,Intel
new ways,OTHER,0.304174498,578,1104,761,#IntelTablets are helping students &amp; teachers find new ways of engaging in the classroom:  http://t.co/BNShR1hMNG http://t.co/3eZmAewTDl,515,1033,696,Intel
friend,OTHER,0.678333352,789,680,750,RT dimitrivegas: Check out my friend NoaNeal 's experimental #360 4K music video! #graffiti #intel #immersive http://t.co/0UDBuiFueb int�,720,598,677,Intel
spherical polyhedron,OTHER,0,655,918,747,#DidYouKnow a soccer ball's shape is a spherical polyhedron? Are you ready for kick-off? http://t.co/pLoRRNM5fX,655,918,747,Intel
soccer ball,OTHER,0,655,918,747,#DidYouKnow a soccer ball's shape is a spherical polyhedron? Are you ready for kick-off? http://t.co/pLoRRNM5fX,655,918,747,Intel
http://t.co/pLoRRNM5fX,LINK,0,655,918,747,#DidYouKnow a soccer ball's shape is a spherical polyhedron? Are you ready for kick-off? http://t.co/pLoRRNM5fX,655,918,747,Intel
Intel Core� M Processor,OTHER,0,609,992,743,Sometimes less is More!  Introducing our new Intel Core� M Processor. http://t.co/4sWn0Nny62 #IFA2014 http://t.co/03uHzSIJQh,609,992,743,Intel
http://t.co/4sWn0Nny62,LINK,0,609,992,743,Sometimes less is More!  Introducing our new Intel Core� M Processor. http://t.co/4sWn0Nny62 #IFA2014 http://t.co/03uHzSIJQh,609,992,743,Intel
http://t.co/03uHzSIJQh,LINK,0,609,992,743,Sometimes less is More!  Introducing our new Intel Core� M Processor. http://t.co/4sWn0Nny62 #IFA2014 http://t.co/03uHzSIJQh,609,992,743,Intel
http://t.co/Go1k8bAUUl,LINK,0,630,941,738,Check out 5 smart technologies from #MWC15 http://t.co/csZ6eA1eMA #iQ http://t.co/Go1k8bAUUl,630,941,738,Intel
http://t.co/csZ6eA1eMA,LINK,0,630,941,738,Check out 5 smart technologies from #MWC15 http://t.co/csZ6eA1eMA #iQ http://t.co/Go1k8bAUUl,630,941,738,Intel
smart technologies,OTHER,0.75,630,941,738,Check out 5 smart technologies from #MWC15 http://t.co/csZ6eA1eMA #iQ http://t.co/Go1k8bAUUl,630,941,738,Intel
European leg,OTHER,0,528,1127,737,"The European leg of the #Intel #wearables tour. MICA, mybasis, and smsaudio at #MWC15. https://t.co/0ax3iksReh http://t.co/EjvjNGm5UM",528,1127,737,Intel
#FutureofWearables,HASHTAG,0.0856354,604,975,731,"Soon, wearable tech may provide immediate coaching for any type of athlete: http://t.co/iW80kwnbAz #FutureofWearables http://t.co/H4yzDM9uST",312,462,364,Intel
connected world,OTHER,0.073333333,665,846,727,Each #WorldCup match has created a data frenzy revealing a lot about our ever connected world. http://t.co/qKPEE5C6e6 http://t.co/9OGwJc9Pag,565,661,598,Intel
Atom,OTHER,0.245000005,598,933,714,".lenovo's P90 #smartphone with Intel's Atom processor http://t.co/K9didPLBbU via verge ""it's impressive"" #CES2015 http://t.co/5S2SqZ5EKA",597,933,714,Intel
impressive,OTHER,0.326666673,597,933,714,".lenovo's P90 #smartphone with Intel's Atom processor http://t.co/K9didPLBbU via verge ""it's impressive"" #CES2015 http://t.co/5S2SqZ5EKA",597,933,714,Intel
http://t.co/eGeoVKerET,LINK,0,791,569,713,Say hello to the next chip from Intel launching April 1st 2014 #deliciousinside http://t.co/eGeoVKerET http://t.co/Od65GRRDyL,791,569,713,Intel
http://t.co/Od65GRRDyL,LINK,0,791,569,713,Say hello to the next chip from Intel launching April 1st 2014 #deliciousinside http://t.co/eGeoVKerET http://t.co/Od65GRRDyL,791,569,713,Intel
next chip,OTHER,0.436884493,791,569,713,Say hello to the next chip from Intel launching April 1st 2014 #deliciousinside http://t.co/eGeoVKerET http://t.co/Od65GRRDyL,791,569,713,Intel
http://t.co/3w7smJ3flk,LINK,0,508,1078,707,"Up close with Acer Predator, the newest #Intel-powered mobile device for gaming and more. #Computex2015 http://t.co/3w7smJ3flk",508,1078,707,Intel
wins,OTHER,0.095669545,576,944,703,Congrats #ProGlove 3rd place winner in our #MakeitWearable Challenge http://t.co/o0AInPMVAh #ProGlove wins $100k USD. http://t.co/Yy5YS4PnhC,230,417,295,Intel
fastest,OTHER,0.159375001,710,693,703,"#DidYouKnow the average Internet speed in Seoul, South Korea, (23.6 Mbps) is the fastest anywhere. http://t.co/Ax2mz7vjpt",237,135,201,Intel
http://t.co/lBkXMb3kLL,LINK,0,507,1058,699,Read our eight tips for teaching kids to code: http://t.co/lBkXMb3kLL #STEM #iQ http://t.co/vTrjolDYeV,507,1058,699,Intel
http://t.co/vTrjolDYeV,LINK,0,507,1058,699,Read our eight tips for teaching kids to code: http://t.co/lBkXMb3kLL #STEM #iQ http://t.co/vTrjolDYeV,507,1058,699,Intel
#MakeItWearable,HASHTAG,3.02E-07,657,794,698,#MakeItWearable winner FlyNixie wearable drone camera captures moments as they happen: http://t.co/WVfXjlGIm9 http://t.co/GK6vMnYQQ8,186,290,222,Intel
http://t.co/BNShR1hMNG,LINK,0,515,1033,696,#IntelTablets are helping students &amp; teachers find new ways of engaging in the classroom:  http://t.co/BNShR1hMNG http://t.co/3eZmAewTDl,515,1033,696,Intel
engaging,OTHER,0.49000001,515,1033,696,#IntelTablets are helping students &amp; teachers find new ways of engaging in the classroom:  http://t.co/BNShR1hMNG http://t.co/3eZmAewTDl,515,1033,696,Intel
helping students,OTHER,0.462267518,515,1033,696,#IntelTablets are helping students &amp; teachers find new ways of engaging in the classroom:  http://t.co/BNShR1hMNG http://t.co/3eZmAewTDl,515,1033,696,Intel
http://t.co/3eZmAewTDl,LINK,0,515,1033,696,#IntelTablets are helping students &amp; teachers find new ways of engaging in the classroom:  http://t.co/BNShR1hMNG http://t.co/3eZmAewTDl,515,1033,696,Intel
http://t.co/1DeDncbKyy,LINK,0,461,1096,681,There's more than one rock star in the studio. http://t.co/1DeDncbKyy ASUS #IntelTablets http://t.co/bGzb1MyvKx,268,618,390,Intel
#tablet,HASHTAG,0.013166667,541,944,680,Doing some last minute #tablet shopping? Check out these tips on how to choose the right one: http://t.co/UqUdZWPioE http://t.co/7XQCDGuZ3w,186,544,311,Intel
#360,HASHTAG,0.550000012,720,598,677,RT dimitrivegas: Check out my friend NoaNeal 's experimental #360 4K music video! #graffiti #intel #immersive http://t.co/0UDBuiFueb int�,720,598,677,Intel
music video,OTHER,0.630000025,721,598,677,RT dimitrivegas: Check out my friend NoaNeal 's experimental #360 4K music video! #graffiti #intel #immersive http://t.co/0UDBuiFueb int�,720,598,677,Intel
button symbol,OTHER,-0.245000005,742,557,677,"Power button symbol on every computer has a history in code. It is a 1 imposed over a 0, with 1 = ""on"" and 0 = ""off."" http://t.co/mjLgTFTP6d",742,557,677,Intel
imposed,OTHER,-0.49000001,742,557,677,"Power button symbol on every computer has a history in code. It is a 1 imposed over a 0, with 1 = ""on"" and 0 = ""off."" http://t.co/mjLgTFTP6d",742,557,677,Intel
#graffiti,HASHTAG,0,720,598,677,RT dimitrivegas: Check out my friend NoaNeal 's experimental #360 4K music video! #graffiti #intel #immersive http://t.co/0UDBuiFueb int�,720,598,677,Intel
http://t.co/mjLgTFTP6d,LINK,0,742,557,677,"Power button symbol on every computer has a history in code. It is a 1 imposed over a 0, with 1 = ""on"" and 0 = ""off."" http://t.co/mjLgTFTP6d",742,557,677,Intel
@dimitrivegas,USERNAME,0.550000012,720,598,677,RT dimitrivegas: Check out my friend NoaNeal 's experimental #360 4K music video! #graffiti #intel #immersive http://t.co/0UDBuiFueb int�,720,598,677,Intel
"""off.""",OTHER,0,742,557,677,"Power button symbol on every computer has a history in code. It is a 1 imposed over a 0, with 1 = ""on"" and 0 = ""off."" http://t.co/mjLgTFTP6d",742,557,677,Intel
"""on""",OTHER,0,742,557,677,"Power button symbol on every computer has a history in code. It is a 1 imposed over a 0, with 1 = ""on"" and 0 = ""off."" http://t.co/mjLgTFTP6d",742,557,677,Intel
Big things,OTHER,0.550942719,604,804,674,Big things come in small packages - #whatwillyoumake � Check out Intel #Edison: http://t.co/tEcGVp4dlw http://t.co/4q1vcYmHcJ,302,402,337,Intel
small packages,OTHER,0.25815355,604,804,674,Big things come in small packages - #whatwillyoumake � Check out Intel #Edison: http://t.co/tEcGVp4dlw http://t.co/4q1vcYmHcJ,302,402,337,Intel
http://t.co/cKtqo0Q4dm,LINK,0,680,661,673,RT Gizmodo: Intel's $150 stick that turns a TV into a Windows desktop is now on sale http://t.co/sT2LkUK54f http://t.co/cKtqo0Q4dm,680,661,673,Intel
#MicroHistory,HASHTAG,0,769,498,673,The Intel 8088 processor was released 35 years ago today. Max clock rate? 10 Mhz. #MicroHistory #DidYouKnow,348,201,296,Intel
http://t.co/sT2LkUK54f,LINK,0,680,661,673,RT Gizmodo: Intel's $150 stick that turns a TV into a Windows desktop is now on sale http://t.co/sT2LkUK54f http://t.co/cKtqo0Q4dm,680,661,673,Intel
@Gizmodo,USERNAME,0,680,661,673,RT Gizmodo: Intel's $150 stick that turns a TV into a Windows desktop is now on sale http://t.co/sT2LkUK54f http://t.co/cKtqo0Q4dm,680,661,673,Intel
http://t.co/FIR4W7t1oj,LINK,0,399,1171,669,Leviathan (Technology+Storytelling)=Flying Whales. Check our math: http://t.co/FIR4W7t1oj http://t.co/4ypWGn3rqO,399,1171,669,Intel
http://t.co/4ypWGn3rqO,LINK,0,399,1171,669,Leviathan (Technology+Storytelling)=Flying Whales. Check our math: http://t.co/FIR4W7t1oj http://t.co/4ypWGn3rqO,399,1171,669,Intel
http://t.co/MIg9cSE4cx,LINK,0,423,1124,668,See Moscow from dawn to dusk with day-long #2in1 power. http://t.co/MIg9cSE4cx http://t.co/Q1CQXElUOd,371,1063,613,Intel
