keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company,date
http://t.co/AvvliTFN2a,LINK,0,1073,1484,1216,RT YouTubeGaming: Here's everything you need to know about YouTube Gaming. Coming later this summer. ? http://t.co/AvvliTFN2a,1073,1484,1216,Google,25/06/2014
community colleges,OTHER,0.180000007,1608,484,1214,RT googlepolitics: The President spoke to both his plan on community colleges &amp; diplomacy with Cuba. See the top questions on both --&gt; htt�,1608,484,1214,Google,5/3/2015
http://t.co/3hEnuqzE3U,LINK,0,1777,155,1209,Need help keeping up with your New Year's resolution to eat more veggies? #OkGoogle http://t.co/3hEnuqzE3U,1777,155,1209,Google,1/1/2015
improvements,OTHER,0.326666673,1424,813,1209,"In development now: Android M, our most powerful release ever, with hundreds of platform improvements. #io15 http://t.co/xcdaTE42Y6",824,616,751,Google,16/01/2015
#Doodle4Google,HASHTAG,0.005908238,1253,1111,1197,"Meet this year's #Doodle4Google state winners, and vote for your favorite: http://t.co/ET3zuZZyf6 http://t.co/hTdeawvkE5",280,177,243,Google,21/01/2015
#tracksanta,HASHTAG,6.11E-05,1392,841,1195,Search for [santa] on http://t.co/ePnBWE8l0J or on GoogleMaps on your phone to #tracksanta in your search results http://t.co/98XxPOR5zd,350,137,275,Google,29/10/2014
Android apps,OTHER,0.414460212,1296,1011,1195,"RT googlechrome: We're adding the first set of Android apps to Chromebooks today, with more to come. http://t.co/iREH3A6Hnh http://t.co/Ix�",1133,900,1051,Google,15/10/2014
#sotu,HASHTAG,0.150000006,1719,200,1187,RT googlepolitics: Here are the top questions people asked google during tonight's #sotu: http://t.co/3BTlGBVCLZ,1647,113,1110,Google,29/10/2014
#MothersofInvention,HASHTAG,0.057671539,1040,1466,1186,"Ok Google, who is Marie Curie? #MothersDay #MothersofInvention https://t.co/mJxvAYNUck http://t.co/KzR4ODsKTd",253,334,281,Google,21/01/2015
high-quality,OTHER,0.326666673,1341,870,1174,"With Google Photos, backup &amp; store unlimited, high-quality photos and videos. For free. http://t.co/U5i2Bd3G8b #io15 http://t.co/AEL1FznlY4",997,574,848,Google,3/12/2014
#CRC,HASHTAG,0.245833337,1306,911,1167,"If they weren't on people's radar, they are now... #CRC #GoogleTrends #WorldCup http://t.co/ceLOxTS1UV",817,512,710,Google,13/01/2014
http://t.co/oJ4iWu5ypD,LINK,0,1643,270,1162,Delicious *and* good for your heart! #OkGoogle http://t.co/oJ4iWu5ypD,1643,270,1162,Google,1/4/2015
#TBT,HASHTAG,0.024500001,1142,1186,1156,"You've come a long way since the flip-phone days, GoogleMaps. Happy 10th birthday! #TBT #Maps10 http://t.co/r4S4lnTOKh",539,622,568,Google,11/2/2014
#MoreThanAMatch,HASHTAG,0,912,1618,1154,Every goal starts with a dream. Here's to christierampone for inspiring us. #WWC2015 #MoreThanAMatch http://t.co/EZdFvtHGeo,191,400,264,Google,29/06/2014
�The Interview�,OTHER,0,1215,1024,1148,�The Interview� is now available on GooglePlay http://t.co/p4IV8T7GJz &amp; YouTube http://t.co/5XtsCcn5nD in the U.S.,1215,1024,1148,Google,3/10/2013
http://t.co/5XtsCcn5nD,LINK,0,1215,1024,1148,�The Interview� is now available on GooglePlay http://t.co/p4IV8T7GJz &amp; YouTube http://t.co/5XtsCcn5nD in the U.S.,1215,1024,1148,Google,13/06/2014
http://t.co/p4IV8T7GJz,LINK,0,1215,1024,1148,�The Interview� is now available on GooglePlay http://t.co/p4IV8T7GJz &amp; YouTube http://t.co/5XtsCcn5nD in the U.S.,1215,1024,1148,Google,24/12/2013
@Facebook,USERNAME,0,1027,1369,1146,"RT HillaryClinton: In #SiliconValley today visiting Google, Facebook, &amp; Twitter.  Looking forward to seeing everyone and answering some�",626,1206,829,Google,18/03/2014
http://t.co/zED17M0ubl,LINK,0,1333,798,1145,He's so excited - and he just can't hide it. #GoogleTrends #MEX http://t.co/zED17M0ubl,1333,798,1145,Google,12/8/2014
so excited,OTHER,0.400000006,1333,798,1145,He's so excited - and he just can't hide it. #GoogleTrends #MEX http://t.co/zED17M0ubl,1333,798,1145,Google,28/05/2015
new generation,OTHER,0.285239011,1411,634,1139,RT sundarpichai: Really excited to introduce Android for Wearables to a new generation of devices with a developer preview today http://t.�,1411,634,1139,Google,29/06/2014
developer preview today,OTHER,0.486619532,1411,634,1139,RT sundarpichai: Really excited to introduce Android for Wearables to a new generation of devices with a developer preview today http://t.�,1411,634,1139,Google,5/7/2014
smartphones,OTHER,0.160625,1298,843,1135,Meet the new googlemaps app for Android smartphones &amp; tablets�coming soon to iPhone &amp; iPad http://t.co/BYE8jQf3N1 http://t.co/0tW8w6jfMu,397,123,301,Google,12/6/2014
http://t.co/39vynsYtXB,LINK,0,1129,1133,1130,What is both big and small and celebrating a sweet sixteen? We are! Happy birthday to us! http://t.co/39vynsYtXB,1129,1133,1130,Google,14/11/2013
Top,OTHER,0.03388178,1078,1230,1127,Top stat out of #Brandcast. YouTube on mobile is where it's at. http://t.co/8SKoe18Wox http://t.co/EPhILpOjrN,224,239,229,Google,18/07/2014
#slightlysuperhuman,HASHTAG,0.074974731,1019,1334,1125,Ever been THAT PERSON and submitted your resume within 20 minutes of the job posting? #slightlysuperhuman http://t.co/A2zVdZCBae,189,292,225,Google,28/01/2015
win,OTHER,-0.041857859,1152,1080,1121,Love competitive coding? Here's your chance to win $15k &amp; the title of GoogleCodeJam Champ ? http://t.co/KVnkwUw7EL http://t.co/TI7vz5mpfN,211,165,194,Google,28/05/2015
quick history lesson,OTHER,0.200000003,1668,102,1119,A quick history lesson before tonight's #SOTU. Tune in at 9pm ET to watch the speech ? http://t.co/qA5Xkqc5Gz http://t.co/4Va5BIy0z8,1668,102,1119,Google,5/12/2013
http://t.co/qA5Xkqc5Gz,LINK,0,1668,102,1119,A quick history lesson before tonight's #SOTU. Tune in at 9pm ET to watch the speech ? http://t.co/qA5Xkqc5Gz http://t.co/4Va5BIy0z8,1668,102,1119,Google,19/06/2015
http://t.co/4Va5BIy0z8,LINK,0,1668,102,1119,A quick history lesson before tonight's #SOTU. Tune in at 9pm ET to watch the speech ? http://t.co/qA5Xkqc5Gz http://t.co/4Va5BIy0z8,1668,102,1119,Google,23/02/2015
fierce battle,OTHER,-0.311385989,1270,830,1116,The #NED lion and #MEX eagle are prepared for a fierce battle #WorldCup #NEDvsMEX http://t.co/WLhTajc6lx,635,415,558,Google,22/02/2015
hero,OTHER,0.74000001,1221,911,1111,"Look out Neymar, Brazil has a new hero. #BRA #GoogleTrends http://t.co/wWntiQDtjq http://t.co/V4pIqz6cop",585,477,547,Google,2/7/2014
http://t.co/3BTlGBVCLZ,LINK,0,1647,113,1110,RT googlepolitics: Here are the top questions people asked google during tonight's #sotu: http://t.co/3BTlGBVCLZ,1647,113,1110,Google,1/4/2015
top questions people,OTHER,0.300000012,1647,113,1110,RT googlepolitics: Here are the top questions people asked google during tonight's #sotu: http://t.co/3BTlGBVCLZ,1647,113,1110,Google,30/04/2014
US,OTHER,7.05E-04,1189,947,1101,Searches for One Direction tours spiked 5X in the US after Zayn's announcement http://t.co/KlDUY99KUt #GoogleTrends http://t.co/3MpVCzfiI3,136,188,154,Google,20/06/2014
@ChromeExp,USERNAME,0.007686497,1185,924,1090,"RT googlechrome: http://t.co/dM2rZaWk4M��an interactive ChromeExp HTML5 film with ArcadeFire, featuring their new single, �Reflektor�",257,204,238,Google,20/06/2014
#YouTubeKids,HASHTAG,0,965,1302,1082,"RT YouTube: ""E"" is for elmo ... and all the educational videos available on our new #YouTubeKids app ? http://t.co/mxx9ZjAZCU http://t.co�",614,1059,769,Google,10/7/2013
#FF,HASHTAG,0.008690477,1135,974,1075,"Our #FF pick: madewithcode, a new movement to create a coding culture for girls. http://t.co/ydriXj4Hhm",627,310,516,Google,10/9/2014
#AreYouReady,HASHTAG,0,1070,1088,1074,#AreYouReady? #USA says yes. #GoogleTrends http://t.co/FU7TGhoftr http://t.co/LqPPqiv7zp,611,684,636,Google,19/12/2014
fooling anyone,OTHER,0.5,1143,930,1068,You're not fooling anyone� #WorldCup http://t.co/ShrZ8EqUgA,1143,930,1068,Google,18/03/2014
fooling,OTHER,0.5,1143,930,1068,You're not fooling anyone� #WorldCup http://t.co/ShrZ8EqUgA,1143,930,1068,Google,21/01/2015
http://t.co/ShrZ8EqUgA,LINK,0,1143,930,1068,You're not fooling anyone� #WorldCup http://t.co/ShrZ8EqUgA,1143,930,1068,Google,27/05/2015
Chromebooks today,OTHER,0,1133,900,1051,"RT googlechrome: We're adding the first set of Android apps to Chromebooks today, with more to come. http://t.co/iREH3A6Hnh http://t.co/Ix�",1133,900,1051,Google,10/7/2014
http://t.co/iREH3A6Hnh,LINK,0,1133,900,1051,"RT googlechrome: We're adding the first set of Android apps to Chromebooks today, with more to come. http://t.co/iREH3A6Hnh http://t.co/Ix�",1133,900,1051,Google,8/2/2015
Tom Brady,OTHER,0,1145,872,1049,So ... about Tom Brady. #SuperBowl http://t.co/yIdBkp7fl2,1145,872,1049,Google,22/01/2015
http://t.co/yIdBkp7fl2,LINK,0,1145,872,1049,So ... about Tom Brady. #SuperBowl http://t.co/yIdBkp7fl2,1145,872,1049,Google,26/09/2013
@GoogleDrive,USERNAME,0.204479158,1203,763,1047,"We've lowered the cost of our GoogleDrive monthly storage plans, so you can save more http://t.co/tfZM1cBvfc http://t.co/cGswUBzqi7",900,497,758,Google,3/12/2014
@Pharrell,USERNAME,0.050000002,846,1398,1038,RT Pharrell: Let's have a party with a purpose and raise our voices for Climate Action http://t.co/N1leibSoPC  #HappyPlanethttps://t.co/c�,560,1035,726,Google,4/3/2015
Android phone,OTHER,0,1065,986,1037,Can't find your Android phone? Ask Google to find it for you. http://t.co/wawCmw9Mve http://t.co/jtgyBluCyC,858,864,860,Google,22/09/2014
#BRAvsNED,HASHTAG,0,1085,951,1036,Brazil's biggest (hearted) fan. #BRAvsNED #GoogleTrends http://t.co/oo8gV8ezuR http://t.co/RBfyglsK9H,850,729,807,Google,29/10/2014
#Zeitgeist2013,HASHTAG,9.53E-04,1199,725,1025,Take a look back on the year with #Zeitgeist2013: http://t.co/sa4RnzIQft,311,130,247,Google,2/5/2014
http://t.co/oMDxRfbwyq,LINK,0,842,1349,1019,RT YouTube: This is what the world wanted to know in 2014. http://t.co/oMDxRfbwyq #YearInSearch (via google) http://t.co/fjIazYTQ1l,842,1349,1019,Google,27/04/2015
http://t.co/fjIazYTQ1l,LINK,0,842,1349,1019,RT YouTube: This is what the world wanted to know in 2014. http://t.co/oMDxRfbwyq #YearInSearch (via google) http://t.co/fjIazYTQ1l,842,1349,1019,Google,31/03/2015
http://t.co/wWntiQDtjq,LINK,0,1070,900,1009,"Look out Neymar, Brazil has a new hero. #BRA #GoogleTrends http://t.co/wWntiQDtjq http://t.co/V4pIqz6cop",585,477,547,Google,21/12/2014
http://t.co/KFksUOhLhk,LINK,0,1173,705,1009,Person Finder is available for those affected by latest quake in #Nepal ? http://t.co/KFksUOhLhk GoogleCR http://t.co/HUOsjNtPsb,642,334,534,Google,1/10/2013
#worldcup,HASHTAG,0.002741009,1155,736,1006,"They share the same mother, but not the same team. #GoogleTrends #worldcup http://t.co/RtyA6CN5Ha",514,238,417,Google,22/12/2014
friends today,OTHER,0.550000012,1218,575,992,RT sundarpichai: Met some sweet new friends today. #NationalDessertDay #Android http://t.co/KNxe1LjpgI,1218,575,992,Google,15/10/2014
#NationalDessertDay,HASHTAG,0,1218,575,992,RT sundarpichai: Met some sweet new friends today. #NationalDessertDay #Android http://t.co/KNxe1LjpgI,1218,575,992,Google,8/3/2015
http://t.co/KNxe1LjpgI,LINK,0,1218,575,992,RT sundarpichai: Met some sweet new friends today. #NationalDessertDay #Android http://t.co/KNxe1LjpgI,1218,575,992,Google,23/06/2014
https://t.co/IT7CwUMigB,LINK,0,1046,885,989,Our self-driving cars have logged nearly 1M miles on the road without causing an accident ? https://t.co/IT7CwUMigB http://t.co/V85MOD3Pkp,1046,885,989,Google,15/10/2014
self-driving cars,OTHER,0.225983649,1046,885,989,Our self-driving cars have logged nearly 1M miles on the road without causing an accident ? https://t.co/IT7CwUMigB http://t.co/V85MOD3Pkp,1046,885,989,Google,24/12/2013
http://t.co/V85MOD3Pkp,LINK,0,1046,885,989,Our self-driving cars have logged nearly 1M miles on the road without causing an accident ? https://t.co/IT7CwUMigB http://t.co/V85MOD3Pkp,1046,885,989,Google,20/12/2014
accident,OTHER,0.451967299,1046,885,989,Our self-driving cars have logged nearly 1M miles on the road without causing an accident ? https://t.co/IT7CwUMigB http://t.co/V85MOD3Pkp,1046,885,989,Google,5/2/2015
1M miles,OTHER,0.225983649,1046,885,989,Our self-driving cars have logged nearly 1M miles on the road without causing an accident ? https://t.co/IT7CwUMigB http://t.co/V85MOD3Pkp,1046,885,989,Google,31/03/2015
Sia,OTHER,0.300000012,639,1586,970,RT Sia: WOW! Sia is one of the top searched artists in Google's #YearInSearch Thanks! http://t.co/KnbHyw1hng - Team Sia http://t.co/4yDbT�,639,1586,970,Google,19/12/2014
@Sia,USERNAME,0,639,1586,970,RT Sia: WOW! Sia is one of the top searched artists in Google's #YearInSearch Thanks! http://t.co/KnbHyw1hng - Team Sia http://t.co/4yDbT�,639,1586,970,Google,10/2/2015
http://t.co/KnbHyw1hng,LINK,0,639,1586,970,RT Sia: WOW! Sia is one of the top searched artists in Google's #YearInSearch Thanks! http://t.co/KnbHyw1hng - Team Sia http://t.co/4yDbT�,639,1586,970,Google,23/06/2014
searched artists,OTHER,0.300000012,639,1586,970,RT Sia: WOW! Sia is one of the top searched artists in Google's #YearInSearch Thanks! http://t.co/KnbHyw1hng - Team Sia http://t.co/4yDbT�,639,1586,970,Google,30/04/2015
government surveillance,OTHER,0,1160,609,966,It's time to reform government surveillance. Join us in speaking up to Congress: http://t.co/RKsmb7UuSm #thedaywefightback,543,218,429,Google,26/02/2015
@googlecalendar,USERNAME,0,1087,740,964,RT googlecalendar: Google Calendar for iPhone. It's about time. http://t.co/1Ye9rfG7Z9 http://t.co/bxwQqwyzBI,789,537,700,Google,21/07/2014
#NotTheSame,HASHTAG,0,887,1112,964,RT Android: Come join the party. #Android #NotTheSame http://t.co/GnUOlxSFiE,381,369,376,Google,26/06/2015
also making,OTHER,0.049039651,813,1218,954,RT YouTube: We're all about that bass � and also making music better. http://t.co/5ltZKaV7NS http://t.co/gTC8H9HwZs,558,876,669,Google,2/7/2014
industrial design,OTHER,0.0455494,1024,822,952,"A doodle for the 120th birthday of Raymond Loewy, often called the ""father of industrial design"" http://t.co/xcBDQECneo",512,411,476,Google,11/5/2015
real time,OTHER,0.576564491,1008,827,944,Your search results just got more real time: See Tweets in Google Search on mobile http://t.co/nuiEhiQM87 ?? http://t.co/Vt2lxSPZSr,1008,827,944,Google,22/01/2015
http://t.co/Vt2lxSPZSr,LINK,0,1008,827,944,Your search results just got more real time: See Tweets in Google Search on mobile http://t.co/nuiEhiQM87 ?? http://t.co/Vt2lxSPZSr,1008,827,944,Google,24/12/2014
http://t.co/nuiEhiQM87,LINK,0,1008,827,944,Your search results just got more real time: See Tweets in Google Search on mobile http://t.co/nuiEhiQM87 ?? http://t.co/Vt2lxSPZSr,1008,827,944,Google,21/07/2014
security settings,OTHER,0.625,981,875,943,Introducing My Account. Take control of your Google privacy &amp; security settings�all in 1 place http://t.co/xWiJ5buiA8 http://t.co/s2LfAOW6a7,524,655,569,Google,1/4/2015
Pride,OTHER,0.600000024,1198,457,938,RT YouTube: We're #ProudToLove the YouTube community. Retweet to show your Pride. http://t.co/uTEzuxQw5b,1102,343,836,Google,15/01/2015
search starting lineup,OTHER,0,1089,648,934,Your search starting lineup. #WorldCup #GoogleTrends http://t.co/sHo96fJEch,1089,648,934,Google,20/01/2015
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
