keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company
#google15,HASHTAG,0.007726191,2571,1068,2042,Happy birthday to us! Visit http://t.co/CbazvDillI to help us celebrate the big 15. #google15 http://t.co/E9ilJm4Xl3,813,337,646,Google
Motorola,OTHER,0.45068118,4086,867,2959,We've just signed an agreement to sell Motorola to Lenovo for $2.91 billion: http://t.co/PKDXrTq6Oe http://t.co/vLcDBXlvIh,4086,867,2959,Google
friends,OTHER,0.042585,3427,2494,3095,RT sundarpichai: Met some sweet new friends today. #NationalDessertDay #Android http://t.co/KNxe1LjpgI,1218,575,992,Google
#WWC2015,HASHTAG,0,1922,3652,2518,It's #morethanamatch. It's inspiring a generation. #WWC2015 http://t.co/p3daHYV5Kg,285,706,432,Google
#io14,HASHTAG,2.17E-11,5948,3405,5049,1 billion #Android devices out in the world. That's something like 93 million selfies taken every day ... give or take #io14,1195,630,997,Google
@paulwesley,USERNAME,0,1806,3564,2421,RT paulwesley: See how you can help GorillaCD this #EarthDay with the support of http://t.co/FqGZvW8Nh5 - WATCH MY VIDEO msg here http://ニ_,1806,3564,2421,Google
Breaking,OTHER,-0.817500025,1118,419,873,Breaking news: Santa's in flight! #TrackSanta at http://t.co/FBaQyiSPrP or download the app: http://t.co/bmC5rE89S8 http://t.co/VMbBByt1jg,944,285,713,Google
@WhiteHouse,USERNAME,0.006055555,1265,2015,1524,"Today's the day: Tune in at 5pm ET for #YouTubeAsksObama, live from the WhiteHouse http://t.co/fWvyLQJb4g http://t.co/5G5q6FM8n8",494,1312,780,Google
#AndroidWear,HASHTAG,0.033172985,1748,1920,1806,"RT Android: The latest #AndroidWear update gets Wi-Fi, gestures, a new app launcher, emojis and more http://t.co/2VBS0R3FVA http://t.co/8eニ_",791,753,777,Google
celebrates,OTHER,0.128333338,2445,1801,2216,Today's #GoogleDoodle celebrates the achievements of women everywhere. Happy International Women's Day! http://t.co/wxYF0BMO1C,844,805,830,Google
#LoveWins,HASHTAG,0,2808,2839,2818,The first #pride flag flew in 1978. Today we understand what it really means. #LoveWins https://t.co/lWttIejpKj http://t.co/gIHwu7JRA2,2808,2839,2818,Google
platform improvements,OTHER,0.49000001,824,616,751,"In development now: Android M, our most powerful release ever, with hundreds of platform improvements. #io15 http://t.co/xcdaTE42Y6",824,616,751,Google
Chromebooks today,OTHER,0,1133,900,1051,"RT googlechrome: We're adding the first set of Android apps to Chromebooks today, with more to come. http://t.co/iREH3A6Hnh http://t.co/Ixニ_",1133,900,1051,Google
#ZombieSOPA,HASHTAG,-0.75,858,473,723,Let's defeat online censorship again. Tell the MPAA to kill the #ZombieSOPA http://t.co/RxWFCXUGGa http://t.co/HDFEVoKhUH,858,473,723,Google
http://t.co/CbazvDillI,LINK,0,897,393,720,Happy birthday to us! Visit http://t.co/CbazvDillI to help us celebrate the big 15. #google15 http://t.co/E9ilJm4Xl3,813,337,646,Google
@Oatmeal,USERNAME,0,2036,1175,1734,RT Oatmeal: 6 things I learned from riding in a Google Self-Driving Car http://t.co/vOEOmTzKea http://t.co/Z3rRmkbLzS,2036,1175,1734,Google
#GERvsGHA,HASHTAG,0,4349,4960,4562,RT MesutOzil1088: Thanks for your great interest and support! ???? #GoogleTrends #GERvsGHA #ニ_zil #WorldCup http://t.co/QUF8cX8I6M,4349,4960,4562,Google
#BRAvsNED,HASHTAG,0,1085,951,1036,Brazil's biggest (hearted) fan. #BRAvsNED #GoogleTrends http://t.co/oo8gV8ezuR http://t.co/RBfyglsK9H,850,729,807,Google
favorite,OTHER,0.033443447,2336,2493,2380,RT googlechrome: Our friends at lifehacker picked their favorite Chrome apps to keep you productive in the #NewYear: http://t.co/jXKBgmFDニ_,201,487,301,Google
https://t.co/gi31KX3pE1,LINK,0,1063,1734,1297,RT JaredLeto: Find out #googledoodle animal I am + support world_wildlife just in time for #EarthDay: https://t.co/gi31KX3pE1 http://t.coニ_,1063,1734,1297,Google
#GoogleMaps,HASHTAG,3.24E-05,2089,1886,2015,RT googlemaps: Triumph is delicious. Defeat is for squares. Test your #PacMaps skills on #GoogleMaps. https://t.co/lB8lExZHvw,479,343,431,Google
quick history lesson,OTHER,0.200000003,1668,102,1119,A quick history lesson before tonight's #SOTU. Tune in at 9pm ET to watch the speech ? http://t.co/qA5Xkqc5Gz http://t.co/4Va5BIy0z8,1668,102,1119,Google
President,OTHER,0,2217,2938,2468,RT googlepolitics: The President spoke to both his plan on community colleges &amp; diplomacy with Cuba. See the top questions on both --&gt; httニ_,1608,484,1214,Google
save,OTHER,0.046106421,2169,1556,1949,"We've lowered the cost of our GoogleDrive monthly storage plans, so you can save more http://t.co/tfZM1cBvfc http://t.co/cGswUBzqi7",900,497,758,Google
president yesterday,OTHER,0,971,3949,2013,"RT YouTube: ICYMI: BethanyMota, hankgreen and GloZell met the president yesterday. http://t.co/9A83Iytm55 #YouTubeAsksObama http://t.coニ_",971,3949,2013,Google
@googlepolitics,USERNAME,0,2025,1248,1750,RT googlepolitics: The President spoke to both his plan on community colleges &amp; diplomacy with Cuba. See the top questions on both --&gt; httニ_,1608,484,1214,Google
happy,OTHER,0.281666676,1815,1729,1782,RT Android: We're happy to support such a worthy cause. Your turn now! #ALSIceBucketChallenge http://t.co/OdrjsMLPck,649,586,626,Google
earthquake,OTHER,-0.400000006,1648,730,1326,MT-GoogleCR: Person Finder launced to help track missing persons for #Nepal earthquake ? http://t.co/MovGHXXoAb http://t.co/8NNz4BKXIp,1594,703,1282,Google
#PiDay,HASHTAG,0,2149,1661,1978,Happy 3.1415926 (and counting)! #PiDay http://t.co/AKiMTLv1Vr,2149,1661,1978,Google
simple solution,OTHER,0.49821201,1086,578,908,"Introducing ニ_No CAPTCHA reCAPTCHA,ニ_ a simple solution to a simple question: Are you a robot? http://t.co/DvTF1cul87 http://t.co/H7DWB2sEiU",1086,578,908,Google
#Web25,HASHTAG,0,1111,420,869,The web is 25 today! We can't imagine the world without it. Sign up now to protect it: http://t.co/rC1hia5pGI #Web25 http://t.co/0RRjOijRTY,1111,420,869,Google
updates,OTHER,0.017921129,4203,2995,3762,RT googlefiber: #FiberIsComing to Salt Lake City. Woohoo! Get updates on our progress at http://t.co/PgHKNJ0Iry http://t.co/mKCS5KQ8sg,412,357,392,Google
#DearMe,HASHTAG,0,1313,3340,2022,"RT YouTube: If you could go back and talk to your younger self, what would you say?http://t.co/8GMXcl5Urj #DearMe http://t.co/tXhHtRJkq9",1313,3340,2022,Google
Brazil,OTHER,0.017619048,1927,1707,1847,Brazil's biggest (hearted) fan. #BRAvsNED #GoogleTrends http://t.co/oo8gV8ezuR http://t.co/RBfyglsK9H,850,729,807,Google
http://t.co/SzKUP81DGO,LINK,0,2492,3496,2843,Taking 16 for the team. #Howard #GoogleTrends http://t.co/SzKUP81DGO,2492,3496,2843,Google
Pride,OTHER,0.600000024,1198,457,938,RT YouTube: We're #ProudToLove the YouTube community. Retweet to show your Pride. http://t.co/uTEzuxQw5b,1102,343,836,Google
Cuba,OTHER,0.097246567,1851,715,1451,RT googlepolitics: The President spoke to both his plan on community colleges &amp; diplomacy with Cuba. See the top questions on both --&gt; httニ_,1608,484,1214,Google
http://t.co/HxHirtlVy5,LINK,0,2444,349,1710,RT googleglass: The Explorer Program is closing. On to the future. http://t.co/M2JbJ3c3VX http://t.co/HxHirtlVy5,2444,349,1710,Google
#TrackSanta,HASHTAG,0,2249,1458,1969,Breaking news: Santa's in flight! #TrackSanta at http://t.co/FBaQyiSPrP or download the app: http://t.co/bmC5rE89S8 http://t.co/VMbBByt1jg,944,285,713,Google
#googledoodle,HASHTAG,0,1063,1734,1297,RT JaredLeto: Find out #googledoodle animal I am + support world_wildlife just in time for #EarthDay: https://t.co/gi31KX3pE1 http://t.coニ_,1063,1734,1297,Google
@GloZell,USERNAME,0,1644,5670,3052,"RT YouTube: ICYMI: BethanyMota, hankgreen and GloZell met the president yesterday. http://t.co/9A83Iytm55 #YouTubeAsksObama http://t.coニ_",971,3949,2013,Google
http://t.co/oo8gV8ezuR,LINK,0,3567,2913,3333,Brazil's biggest (hearted) fan. #BRAvsNED #GoogleTrends http://t.co/oo8gV8ezuR http://t.co/RBfyglsK9H,850,729,807,Google
always looking,OTHER,0.048497099,4631,2691,3952,"We're always looking ahead, but sometimes it's important to reflect. Change your perspective: http://t.co/oTkpNeurqj http://t.co/4RDyBgjSES",4631,2691,3952,Google
hug,OTHER,0.597954571,1440,1071,1310,"Finally, a product so brilliant you can ask it anything, yet so cute you'll need to hug it ? http://t.co/KQwBhvdCvK http://t.co/r07BZwDyWr",1440,1071,1310,Google
bullying,OTHER,-0.49000001,1680,1442,1596,"This #SpiritDay, we're proud to go purple to stand up against bullying. http://t.co/ByqPb8DnGn",1680,1442,1596,Google
smartphones,OTHER,0.160625,1298,843,1135,Meet the new googlemaps app for Android smartphones &amp; tabletsニ_coming soon to iPhone &amp; iPad http://t.co/BYE8jQf3N1 http://t.co/0tW8w6jfMu,397,123,301,Google
@GoogleTrends,USERNAME,0.029989215,1629,2116,1794,People worldwide are looking for ways to help #Nepal. Searches visualized: http://t.co/dWBufW30yP via GoogleTrends http://t.co/ZkD7lycTnb,555,431,511,Google
http://t.co/bG4rkXjD6b,LINK,0,1688,3755,2411,RT JaredLeto: #JaredHugginLeto hugs all around for helping me make Google's #YearInSearch! http://t.co/bG4rkXjD6b http://t.co/nuY7i8veRM,1688,3755,2411,Google
improve,OTHER,0.071871529,1390,1364,1377,Using machine learning to improve data center energy efficiency. http://t.co/CskoFZWKm0 http://t.co/Iy4nEo5KuK,309,326,314,Google
http://t.co/FqGZvW8Nh5,LINK,0,1806,3564,2421,RT paulwesley: See how you can help GorillaCD this #EarthDay with the support of http://t.co/FqGZvW8Nh5 - WATCH MY VIDEO msg here http://ニ_,1806,3564,2421,Google
new way,OTHER,0.070015672,1636,1111,1450,"RT projectfi: Introducing Project Fi, a new way to say hello: http://t.co/3zKmBjQ1Xd",859,579,761,Google
top questions,OTHER,0.064166669,2087,1009,1707,RT googlepolitics: The President spoke to both his plan on community colleges &amp; diplomacy with Cuba. See the top questions on both --&gt; httニ_,1608,484,1214,Google
http://t.co/UihLmOJLwV,LINK,0,2191,1305,1880,"Our mission is to make the world's information accessibleニ_yes, even Seth Rogen movies. http://t.co/UihLmOJLwV",2191,1305,1880,Google
http://t.co/iHGSQ4pX4k,LINK,0,1814,160,1235,"This week in search, we reached peak awards season. Also, glitter. http://t.co/trGChe3jSa http://t.co/iHGSQ4pX4k",1814,160,1235,Google
#tracksanta,HASHTAG,6.11E-05,1392,841,1195,Search for [santa] on http://t.co/ePnBWE8l0J or on GoogleMaps on your phone to #tracksanta in your search results http://t.co/98XxPOR5zd,350,137,275,Google
http://t.co/Z3rRmkbLzS,LINK,0,2036,1175,1734,RT Oatmeal: 6 things I learned from riding in a Google Self-Driving Car http://t.co/vOEOmTzKea http://t.co/Z3rRmkbLzS,2036,1175,1734,Google
http://t.co/U5i2Bd3G8b,LINK,0,1840,1222,1622,"With Google Photos, backup &amp; store unlimited, high-quality photos and videos. For free. http://t.co/U5i2Bd3G8b #io15 http://t.co/AEL1FznlY4",997,574,848,Google
flattering,OTHER,0.872200012,145,727,348,RT FaithHill: Wow! Very flattering. http://t.co/nYNgdHv45d,145,727,348,Google
httニ_,OTHER,0.007114583,504,505,502,RT Interstellar: Join the LIVE Google+ hangout with the stars of #Interstellar TODAY. RSVP &amp; submit questions  http://t.co/TldY1z47wa httニ_,137,181,152,Google
http://t.co/8w28fxJdJC,LINK,0,708,699,704,"RT Android: Introducing #AndroidPay, the simple and secure way to pay withyour #Android phone http://t.co/8w28fxJdJC #io15",708,699,704,Google
