ID,Phrase,Phrase Sentiment,Phrase Sentiment +/-,Entity,Entity Type,Entity Sentiment,Theme,Theme Sentiment
6783218d-130f-4796-8095-2608414b8f52,,,, #NativeSummerTour,Pattern,0,,
40784189-703d-4ae4-87ed-84b7316663fa,incredible,0.75,positive,Tokyo,Place,0.75,incredible day,0.75
40784189-703d-4ae4-87ed-84b7316663fa,beautiful,0.75,positive, AngelaAhrendts,Person,0,dedicated customers,0.479166687
40784189-703d-4ae4-87ed-84b7316663fa,so many,0.100000001,neutral,,,,,
21afd60e-6dfd-4321-b06d-6c9362e5a6f1,amazing team,1.100000024,positive,Apple Store,Company,0.600000024,amazing team,0.550000012
21afd60e-6dfd-4321-b06d-6c9362e5a6f1,Congratulations,1,positive,Tokyo,Place,0,,
21afd60e-6dfd-4321-b06d-6c9362e5a6f1,stunning,0.600000024,positive,  http://t.co/yZMo7JlGGm,Regex,0,,
eebab8f8-82de-4aca-a8a1-a21538fff912,perfectly,0.49000001,positive, #Beats,Pattern,0.49000001,,
eebab8f8-82de-4aca-a8a1-a21538fff912,,,, #World,Pattern,0,,
eebab8f8-82de-4aca-a8a1-a21538fff912,,,,  http://t.co/qLJa2yTqAw,Regex,0,,
dffe2808-ad03-4b17-a7aa-f59cc734d24e,new campus,0.643046975,positive,Austin,Place,0.643046975,AppleCare team,0.533841133
dffe2808-ad03-4b17-a7aa-f59cc734d24e,Thrilled,0.600000024,positive,  http://t.co/fTaMKzMi9o,Regex,0,action yesterday,0.577682316
dffe2808-ad03-4b17-a7aa-f59cc734d24e,best,0.49000001,positive,,,,,
d3372e56-0484-41f2-8a00-49b4873dc703,expertise,0.49000001,positive,Austin,Place,0.49000001,American manufacturing expertise,0.49000001
d3372e56-0484-41f2-8a00-49b4873dc703,,,,Mac Pro,Product,0,,
d3372e56-0484-41f2-8a00-49b4873dc703,,,,  http://t.co/5LcCOFIVgC,Regex,0,,
9d761c38-69be-4a38-9b71-ee94d824050d,Thrilled,0.600000024,positive, #WWDC,Pattern,0,student scholarship program,0.5
9d761c38-69be-4a38-9b71-ee94d824050d,talented,0.5,positive,  http://t.co/2uVvc9vHnT,Regex,0,talented developers,0.5
9d761c38-69be-4a38-9b71-ee94d824050d,scholarship,0.5,positive,,,,,
9d761c38-69be-4a38-9b71-ee94d824050d,winners,0.441551745,positive,,,,,
d0909be3-f0d7-4a6e-89c7-b1eee3b2d2aa,laugh,0.49000001,positive, cue,Person,0,,
d0909be3-f0d7-4a6e-89c7-b1eee3b2d2aa,Excited,0.400000006,positive, #Beats,Pattern,0,,
d0909be3-f0d7-4a6e-89c7-b1eee3b2d2aa,,,, #Apple,Pattern,0,,
d0909be3-f0d7-4a6e-89c7-b1eee3b2d2aa,,,,  http://t.co/ZwyWgHFwhO,Regex,0,,
67f9f7a8-5028-4075-8685-733206153208,freedom,0.680000007,positive, #MemorialDay,Pattern,0,courageous men,0.600000024
67f9f7a8-5028-4075-8685-733206153208,ultimate,0.67298609,positive,,,,ultimate sacrifice,0.67298609
67f9f7a8-5028-4075-8685-733206153208,courageous,0.600000024,positive,,,,,
67f9f7a8-5028-4075-8685-733206153208,love,0.600000024,positive,,,,,
67f9f7a8-5028-4075-8685-733206153208,honor,0.531316638,positive,,,,,
f23c09d6-d1e2-4e59-b8b6-da4a65f3ab9a,human rights,0.557539999,positive, rfkcenter,Person,1.072540045,VIP guest,0.515000045
f23c09d6-d1e2-4e59-b8b6-da4a65f3ab9a,VIP,0.515000045,positive, #RFKauction,Pattern,0,,
f23c09d6-d1e2-4e59-b8b6-da4a65f3ab9a,,,,https://t.co/02aONVPQM9,Regex,0,,
9aa30494-434e-49cd-a4e4-25947bbd3be4,powerful,1.036800027,positive,https://t.co/QAMrQH8454,Regex,0,,
d2b2a757-4ba9-4e85-b6b7-a3d98fb2bfc9,great,0.600000024,positive,Jack Johnson,Person,0.587499976,great team,0.600000024
d2b2a757-4ba9-4e85-b6b7-a3d98fb2bfc9,Celebrating,0.574999988,positive,Apple,Company,0.600000024,,
d2b2a757-4ba9-4e85-b6b7-a3d98fb2bfc9,,,,  http://t.co/J3IfmAUNth,Regex,0,,
700c0076-3b93-4133-8223-e9b1f929dae1,Happy,1,positive,“Better can't be better if it doesn't consider everything”,Quote,-0.300000012,,
700c0076-3b93-4133-8223-e9b1f929dae1,better,-0.300000012,negative,  http://t.co/154pgPqxYk,Regex,0,,
700c0076-3b93-4133-8223-e9b1f929dae1,,,,  http://t.co/udKZNEil3y,Regex,0,,
e735422d-5640-4364-a9c6-906b135e0ddc,proud,0.600000024,positive,  http://t.co/iHzF9rUnx1,Regex,0,,
e735422d-5640-4364-a9c6-906b135e0ddc,progress,0.414782643,positive,,,,,
c66f6a1f-3751-43ab-b9d2-8fc8179f0697,,,, SpeakerBoehner,Person,0,50th anniversary,0
c66f6a1f-3751-43ab-b9d2-8fc8179f0697,,,, GOPLeader,Person,0,,
c66f6a1f-3751-43ab-b9d2-8fc8179f0697,,,, NancyPelosi,Person,0,,
c66f6a1f-3751-43ab-b9d2-8fc8179f0697,,,, WhipHoyer,Person,0,,
d6865aa4-28a4-4538-80d4-2e7a7dc613a6,,,,"""We shall overcome""",Quote,0,50th anniversary,0
d6865aa4-28a4-4538-80d4-2e7a7dc613a6,,,,  http://t.co/hk1IdRHZjU,Regex,0,,
d6865aa4-28a4-4538-80d4-2e7a7dc613a6,,,,,,,,
29f482c9-2d5f-43b6-a594-626d46c4df7a,happy,1,positive, elsacollins,Person,0,,
29f482c9-2d5f-43b6-a594-626d46c4df7a,,,, RealSMG,Person,0,,
29f482c9-2d5f-43b6-a594-626d46c4df7a,,,, jasoncollins34,Person,0,,
7d159ba3-955a-484f-93e3-d2ba03328c40,,,,Istanbul,Place,0,Te?ekkür ederim,0
7d159ba3-955a-484f-93e3-d2ba03328c40,,,,Turkey,Place,0,,
7d159ba3-955a-484f-93e3-d2ba03328c40,,,,  http://t.co/4xD4A2X06c,Regex,0,,
ba347982-b045-4ddc-afa9-e96be6ba7d4e,Great news,1.019999981,positive, RED,Person,0.50999999,,
ba347982-b045-4ddc-afa9-e96be6ba7d4e,fight,-0.400000006,negative, #AIDS,Pattern,-0.400000006,,
ba347982-b045-4ddc-afa9-e96be6ba7d4e,,,,Apple,Company,0,,
0b6cc787-c7b9-4e33-85f7-09227b51c4d3,,,, #iPad,Pattern,0,,
0b6cc787-c7b9-4e33-85f7-09227b51c4d3,,,, AppStore,Person,0,,
0b6cc787-c7b9-4e33-85f7-09227b51c4d3,,,, satyanadella,Person,0,,
49971523-6b72-4ad4-abe0-36cbdba018cc,Amazing,0.980000019,positive, OneRepublic,Person,0,,
49971523-6b72-4ad4-abe0-36cbdba018cc,;),0.499500036,positive,iPhone,Product,0,,
49971523-6b72-4ad4-abe0-36cbdba018cc,,,,  http://t.co/QSqKO40VN5,Regex,0,,
bc029e02-87ed-4f44-bb56-06ca092e6fdf,proud,1.068000078,positive, dukeplanet,Person,1.068000078,,
bc029e02-87ed-4f44-bb56-06ca092e6fdf,luck,0.539600015,positive,Coach K,Person,0,,
bc029e02-87ed-4f44-bb56-06ca092e6fdf,Best,0.49000001,positive, #Duke,Pattern,0,,
bc029e02-87ed-4f44-bb56-06ca092e6fdf,,,, dukebasketball,Person,0,,
e6ad570f-d9b9-4637-85ad-5c5f08d303f7,,,, jimmyfallon,Person,0,cool app,0
e6ad570f-d9b9-4637-85ad-5c5f08d303f7,,,, billyjoel,Person,0,,
e6ad570f-d9b9-4637-85ad-5c5f08d303f7,,,,  http://t.co/dWlZr6Lsm6,Regex,0,,
abe30ab5-65b9-4307-a194-6b3597446e50,win,0.441551745,positive, Pat_Sullivan7,Person,0.441551745,,
abe30ab5-65b9-4307-a194-6b3597446e50,,,,Wade,Person,0.441551745,,
abe30ab5-65b9-4307-a194-6b3597446e50,,,, WakeUpAU,Person,0.441551745,,
abe30ab5-65b9-4307-a194-6b3597446e50,,,, AUTigerBaseball,Person,0.441551745,,
abe30ab5-65b9-4307-a194-6b3597446e50,,,, AUAlumniAssoc,Person,0.441551745,,
890876bb-ba25-47b1-b6a6-bf9dfef13c2a,,,,"""Details matter it's worth waiting to get it right.""",Quote,0,,
6920484d-fa60-422f-8936-a7aedce4a725,friend,0.660000026,positive,Steve,Person,0.642009497,,
6920484d-fa60-422f-8936-a7aedce4a725,loved,0.564999998,positive,"""Stay hungry Stay foolish""",Quote,-0.5,,
6920484d-fa60-422f-8936-a7aedce4a725,honor,0.531316638,positive,,,,,
6920484d-fa60-422f-8936-a7aedce4a725,so much,0.169018999,neutral,,,,,
6920484d-fa60-422f-8936-a7aedce4a725,foolish,-0.5,negative,,,,,
052d9d45-fd72-4f69-8c86-da1cf1c5bebc,proud,1.068000078,positive, #Coach,Pattern,1.068000078,,
052d9d45-fd72-4f69-8c86-da1cf1c5bebc,accept,0.270000011,positive,  http://t.co/uq7MffckAv,Regex,0,,
cc529836-d2f8-42da-9bf6-521b52233004,terrific,1.5,positive,Brazil,Place,1.5,terrific customers,0.75
cc529836-d2f8-42da-9bf6-521b52233004,,,,  http://t.co/3nFPxN4m3Y,Regex,0,,
ea49138a-2d87-4c4e-bf07-ad9a204022a3,proud,1.200000048,positive,Apple,Company,0.807391346,tremendously proud,1.200000048
ea49138a-2d87-4c4e-bf07-ad9a204022a3,progress,0.414782643,positive,  http://t.co/xXNZ78t08W,Regex,0,,
7fe1bc41-c2e7-4c73-ae46-1fea40c508d8,,,,Abraham,Person,0,timeless advice,0
7fe1bc41-c2e7-4c73-ae46-1fea40c508d8,,,, #Lincoln,Pattern,0,,
7fe1bc41-c2e7-4c73-ae46-1fea40c508d8,,,,"""I will prepare and someday my chance will come""",Quote,0,,
6f9ee2af-35a0-4d9c-835e-c866179029db,still seeking,0.300397009,positive,,,,,
a6aa7198-309a-442a-862f-54b7b5096664,great,1.440000057,positive, cue,Person,0,Great music,0.400000006
a6aa7198-309a-442a-862f-54b7b5096664,Great music,0.960000038,positive, U2,Person,0,great cause,0.600000024
a6aa7198-309a-442a-862f-54b7b5096664,,,,iTunes,Product,0,,
a6aa7198-309a-442a-862f-54b7b5096664,,,,BofA,Product,0,,
a6aa7198-309a-442a-862f-54b7b5096664,,,, RED,Person,0,,
38b6ce74-23ab-4546-b530-494f96266223,Happy,1,positive,  http://t.co/w1WhQEvn2i,Regex,0,Happy Birthday Mac,0.5
38b6ce74-23ab-4546-b530-494f96266223,,,,,,,liberal arts,0.25
11ceae15-2559-4cf0-9f47-a489feee62e9,Awesome,0.600000024,positive,,,,,
11ceae15-2559-4cf0-9f47-a489feee62e9,Celebrating,0.574999988,positive,,,,,
11ceae15-2559-4cf0-9f47-a489feee62e9,friends,0.550000012,positive,,,,,
9d495546-c36c-428f-b2a1-befadd24fad0,Happy,1,positive,  http://t.co/seLULo2cQ6,Regex,0,Happy Birthday Mac,0.5
9d495546-c36c-428f-b2a1-befadd24fad0,salute,0.449999988,positive,,,,,
9d495546-c36c-428f-b2a1-befadd24fad0,better,0.300000012,positive,,,,,
a034d55f-1eee-4baf-8142-f102679fa837,,,,"""The time is always right to do what is right""",Quote,0,Timeless advice,0
a034d55f-1eee-4baf-8142-f102679fa837,,,,,,,always right,0
6dcbe3d3-f434-47b5-8b73-f843d793de2c,,,,,,,true meaning,0
14a34f6c-d264-4324-804a-b5f29a90aaa5,,,,,,,urgent question,0
14a34f6c-d264-4324-804a-b5f29a90aaa5,,,,,,,true today,0
793b72a8-cf1c-40a7-831f-ac60be843f65,hero,0.74000001,positive,Martin Luther King,Person,0,lifelong hero,0.74000001
793b72a8-cf1c-40a7-831f-ac60be843f65,threat,-0.49000001,negative,"""Injustice anywhere is a threat to justice everywhere.""",Quote,-0.49000001,,
73b587bd-4d86-46d4-986a-e0d4dfb33978,,,,Beijing,Place,0,,
73b587bd-4d86-46d4-986a-e0d4dfb33978,,,,iPhone,Product,0,,
73b587bd-4d86-46d4-986a-e0d4dfb33978,,,,China Mobile,Company,0,,
73b587bd-4d86-46d4-986a-e0d4dfb33978,,,,  http://t.co/AqoqLbbeO7,Regex,0,,
d7f6386d-b6d6-44b3-88fb-f33bbc207b2a,recommend,0.660000026,positive,  http://t.co/8nyIRPQ21f,Regex,0,,
ae90f6e3-225a-48ac-8155-8f61736b2559,Congratulations,1,positive, #FSU,Pattern,0.5,,
ae90f6e3-225a-48ac-8155-8f61736b2559,,,, #BCS,Pattern,0,,
b735bf45-7305-4258-a2c1-cada58080018,proud,0.600000024,positive, CoachGusMalzahn,Person,0,wild ride,0.600000024
b735bf45-7305-4258-a2c1-cada58080018,love,0.600000024,positive, #Auburn,Pattern,0,,
ae839d0c-e0fc-409e-8f07-eb087ca96b66,Happy,1.200000048,positive,,,,Wishing everyone,0.667500019
ae839d0c-e0fc-409e-8f07-eb087ca96b66,best,0.49000001,positive,,,,,
cf285c1e-502c-4c7b-a7bb-c851f2d22576,powerful,0.966000021,positive,Austin,Place,0,,
cf285c1e-502c-4c7b-a7bb-c851f2d22576,,,,  http://t.co/Jrd1Gic3Ya,Regex,0,,
e2656925-eea1-407b-8158-c62eba777009,amazing,0.980000019,positive,  http://t.co/eonnck8cDF,Regex,0,Happy Holidays,0.400000006
e2656925-eea1-407b-8158-c62eba777009,Happy Holidays,0.800000012,positive,,,,amazing customers,0.49000001
beeb584f-e838-4948-8af9-d8cdf99d4a53,Honored,0.553749979,positive, #Apple,Pattern,0,12th year,0.276874989
beeb584f-e838-4948-8af9-d8cdf99d4a53,,,, #HRC,Pattern,0,,
beeb584f-e838-4948-8af9-d8cdf99d4a53,,,,  http://t.co/ERJbYBwV4f,Regex,0,,
c5cbdbf2-9962-41e1-b8cf-1a44e6c77d5b,championship game,0.400000006,positive,SEC,Company,0,championship game,0.400000006
c5cbdbf2-9962-41e1-b8cf-1a44e6c77d5b,,,,https://t.co/zmhL7aAYOI,Regex,0,,
6d164a86-cfbf-4658-966a-449e54164fd3,,,,"“ What counts in life is not the mere fact that we have lived. It is what difference we have made to the lives of others.....""",Quote,0,mere fact,0
4c09cf15-ae45-4793-be62-85d0c6ea800d,freedom,0.680000007,positive,Nelson Mandela,Person,0,Amazing human,0.49000001
4c09cf15-ae45-4793-be62-85d0c6ea800d,Amazing,0.49000001,positive,,,,human dignity,0.379999995
4c09cf15-ae45-4793-be62-85d0c6ea800d,dignity,0.379999995,positive,,,,,
67025aa4-3238-4bbb-8eab-c46b8d28ae12,achieve,0.49000001,positive,Apple,Company,0.49000001,logo red,0.245000005
67025aa4-3238-4bbb-8eab-c46b8d28ae12,,,, #World,Pattern,0,free generation,0.367500007
67025aa4-3238-4bbb-8eab-c46b8d28ae12,,,,  http://t.co/3kdx9UZr9f,Regex,0,,
a6f2bdb5-d836-433f-8f59-3914c54a4d06,proud,2.073600054,positive,https://t.co/G0ojg9Nyvm,Regex,0,,
0050299e-44e6-43f5-9e9f-ae671c2cf58b,,,, espn,Person,0,,
9c6b8522-54ff-4d54-918b-e75f7f47ec85,Happy,1,positive, #Thanksgiving,Pattern,0.363333344,amazing customers,0.49000001
9c6b8522-54ff-4d54-918b-e75f7f47ec85,fantastic,0.600000024,positive,,,,fantastic people,0.600000024
9c6b8522-54ff-4d54-918b-e75f7f47ec85,amazing,0.49000001,positive,,,,,
2822da75-7510-429d-a7c1-c0423fc935b8,proud,1.068000078,positive,https://t.co/3TooxRBg4a,Regex,0,,
3c8ef48a-f842-4f59-983d-4a2cb9ae783c,safe,0.600000024,positive, KerryKennedyRFK,Person,0,,
3c8ef48a-f842-4f59-983d-4a2cb9ae783c,,,,10-Jun-63,Pattern,0,,
3c8ef48a-f842-4f59-983d-4a2cb9ae783c,,,,“If we cannot end now our differences at least we can help make the world safe for diversity.”,Quote,0.600000024,,
b20e7a2c-ac17-4d91-baff-757682e328ed,problems,-0.49000001,negative, #JFK,Pattern,0,Timeless advice,-0.245000005
b20e7a2c-ac17-4d91-baff-757682e328ed,,,,"""Let both sides explore what problems unite us instead of belaboring those problems which divide us.""",Quote,-0.49000001,,
9db8d9e0-c7f2-42e8-8c6c-d7ca71214f86,,,, TheAUPlainsman,Person,0,,
9db8d9e0-c7f2-42e8-8c6c-d7ca71214f86,,,,Georgia,Place,0,,
6679dac4-eb63-41b7-adea-fcf5e6db6aff,supported,0.974814773,positive,  http://t.co/nXEhA9IKRf,Regex,0,,
7a7a037d-0eb9-4b3e-9063-a33f15f94f58,,,,,,,,
28315479-5175-4be4-b1f1-80bf6d5c9d34,,,,,,,,
2d28e58f-5d92-4c96-8001-7391397bdccd,great,1.200000048,positive,https://t.co/EJ2mpToVWV,Regex,0,great season,0.600000024
6dd1b3f8-7b0a-4c15-b522-7ce84e02d5d7,creativity,0.49000001,positive,Cupertino City Council,Company,0,,
6dd1b3f8-7b0a-4c15-b522-7ce84e02d5d7,innovation,0.49000001,positive,Apple,Company,0,,
7fb9975c-12c6-4f81-b7b9-87b401277ddb,proud,2.136000156,positive,AP,Company,0.300000012,,
7fb9975c-12c6-4f81-b7b9-87b401277ddb,top,0.300000012,positive,,,,,
322b51ee-ea69-4739-ae38-e2535d3209f4,friendship,0.588000059,positive,Steve,Person,-0.110000014,hike today,0.291000038
322b51ee-ea69-4739-ae38-e2535d3209f4,death,-0.600000024,negative,,,,,
1c8fce80-ffc4-410b-a4cb-2cce36990d27,fantastic,1.200000048,positive,,,,amazing customers,0.49000001
1c8fce80-ffc4-410b-a4cb-2cce36990d27,amazing,0.980000019,positive,,,,fantastic weekend,0.600000024
108b0e3c-3736-4d8f-ac7e-a5a4b38f4581,,,, ConanOBrien,Person,0,,
108b0e3c-3736-4d8f-ac7e-a5a4b38f4581,,,, #ApplePleaseSendMeAniPad,Pattern,0,,
376ba703-1905-45c4-8a5a-797efa907bf9,happy,0.5,positive,Palo Alto,Place,0.242937997,happy customers,0.5
376ba703-1905-45c4-8a5a-797efa907bf9,Retail Stores,0.242937997,positive,,,,,
376ba703-1905-45c4-8a5a-797efa907bf9,,,,,,,,
376ba703-1905-45c4-8a5a-797efa907bf9,,,,,,,,
376ba703-1905-45c4-8a5a-797efa907bf9,,,,,,,,
376ba703-1905-45c4-8a5a-797efa907bf9,,,,,,,,
376ba703-1905-45c4-8a5a-797efa907bf9,,,,,,,,
376ba703-1905-45c4-8a5a-797efa907bf9,,,,,,,,
376ba703-1905-45c4-8a5a-797efa907bf9,,,,,,,,
